name,name_c,img,price,no_rates,rating_100,released,system_name,processor,windows,storage,display,Wifi,bluetooth,camera,slim,hdmi,usb,spec_score
Asus ROG Flow X16 GV601RM-M5053WS L...,Asus ROG Flow X16 GV601RM-M5053WS Laptop (AMD Octa Core Ryzen7/16 GB/1 TB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-gv601rm-m5053ws-152852-v1-small-1.jpg?tr=q-80,207990,1,20,Sep 2022,- Windows 11,AMD Octa-Core Ryzen 7 (6800HS) 4.7 Ghz,Windows 11,"16 GB DDR5 RAM, 1 TB SSD","16"" (40.64 cm), 2560 x 1600 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.4 mm,HDMI Port,,83
MSI GF63 Thin 11SC-1046IN Laptop (C...,MSI GF63 Thin 11SC-1046IN Laptop (Core i5 11th Gen/8 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/msi/msi-11sc-1046in-152600-v1-small-1.jpg?tr=q-80,45999,1156,88,Sep 2022,- Windows 11,"Intel Core i5 (11th Gen) 4.7 Ghz, Hexa-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 21.7 mm,HDMI Port,,75
MSI Alpha 15 B5EEK-235IN Laptop (AM...,MSI Alpha 15 B5EEK-235IN Laptop (AMD Octa Core Ryzen 7/8 GB/512 GB SSD/Windows 11/8 GB) price in India,//www.91-img.com/pictures/laptops/msi/msi-b5eek-235in-152618-v1-small-1.jpg?tr=q-80,84990,634,90,Sep 2022,- Windows 11,AMD Octa-Core Ryzen 7 (5800H) 4.7 Ghz,Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,77
MSI Pulse GL66 12UEK-898IN Laptop (...,MSI Pulse GL66 12UEK-898IN Laptop (Intel Core i9 12th Gen/16 GB/1 TB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/msi/msi-12uek-898in-152599-v1-small-1.jpg?tr=q-80,100999,94,88,Sep 2022,- Windows 11,Intel Core i9 (12th Gen) 2.5 Ghz,Windows 11,"16 GB DDR4 RAM, 1 TB SSD","15.6"" (39.62 cm), 2560 x 1440 px Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,85
MSI CreatorPro M16 A12UIS-634IN Lap...,MSI CreatorPro M16 A12UIS-634IN Laptop (Core i7 12th Gen/16 GB/1 TB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/msi/msi-a12uis-634in-152602-v1-small-1.jpg?tr=q-80,86700,45,84,Sep 2022,- Windows 11,Intel Core i7 (12th Gen) 4.7 Ghz,Windows 11,"16 GB DDR4 RAM, 1 TB SSD","16"" (40.64 cm), 2560 x 1660 px Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,83
MSI Creator M16 A12UD-633IN Laptop ...,MSI Creator M16 A12UD-633IN Laptop (Core i7 12th Gen/16 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/msi/msi-a12ud-633in-152617-v1-small-1.jpg?tr=q-80,83500,27,74,Sep 2022,- Windows 11,Intel Core i7 (12th Gen) 4.7 Ghz,Windows 11,"16 GB DDR4 RAM, 512 GB SSD","16"" (40.64 cm), 2560 x 1660 px Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,82
Asus ROG Flow X16 GV601RM-M5039WS L...,Asus ROG Flow X16 GV601RM-M5039WS Laptop (AMD Octa Core Ryzen 9/16 GB/1 TB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-gv601rm-m5039ws-152854-v1-small-1.jpg?tr=q-80,211990,3,46,Sep 2022,- Windows 11,AMD Octa-Core Ryzen 9 (6900HS) 4.8 Ghz,Windows 11,"16 GB DDR5 RAM, 1 TB SSD","16"" (40.64 cm), 2560 x 1600 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.4 mm,HDMI Port,,83
MSI Vector GP76 12UGSO-868IN Laptop...,MSI Vector GP76 12UGSO-868IN Laptop (Core i7 12th Gen/16 GB/1 TB SSD/Windows 11/8 GB) price in India,//www.91-img.com/pictures/laptops/msi/msi-12ugso-868in-152622-v1-small-1.jpg?tr=q-80,144711,13,84,Sep 2022,- Windows 11,Intel Core i7 (12th Gen) 2.3 Ghz,Windows 11,"16 GB DDR5 RAM, 1 TB SSD","17.3"" (43.94 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,86
Asus VivoBook 14 X415JA-BV302WS Lap...,Asus VivoBook 14 X415JA-BV302WS Laptop (Core i3 10th Gen/8 GB/1 TB/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x415ja-bv302ws-152492-v1-small-1.jpg?tr=q-80,23990,1173,70,Sep 2022,- Windows 11,"Intel Core i3 (10th Gen) 1.2 Ghz, Dual-Core",Windows 11,"8 GB DDR4 RAM, 1 TB HDD","14"" (35.56 cm), 1366 x 768 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 20 mm,HDMI Port,,
Lenovo Thinkpad E14 (21E3S04W00) La...,Lenovo Thinkpad E14 (21E3S04W00) Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-e14-21e3s04w00-154423-v1-small-1.jpg?tr=q-80,74700,184,84,Sep 2022,- Windows 11,"Intel Core i5 (12th Gen) 1.3 Ghz, Deca-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19 mm,HDMI Port,,
Lenovo Thinkpad E14 Gen 4 (21E3S05B...,Lenovo Thinkpad E14 Gen 4 (21E3S05B00) Laptop (Core i7 12th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-e14-gen-4-21e3s05b00-155008-v1-small-1.jpg?tr=q-80,86500,24,78,Sep 2022,- Windows 11,"Intel Core i7 (12th Gen) 1.7 Ghz, Deca-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19 mm,HDMI Port,,76
Lenovo Thinkpad E14 (21E3S04X00) La...,Lenovo Thinkpad E14 (21E3S04X00) Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-e14-21e3s04x00-154695-v1-small-1.jpg?tr=q-80,69099,150,86,Sep 2022,- Windows 11,"Intel Core i5 (12th Gen) 1.3 Ghz, Deca-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19 mm,HDMI Port,,
Lenovo Thinkpad E14 Gen 4 (21E3S04U...,Lenovo Thinkpad E14 Gen 4 (21E3S04U00) Laptop (Core i5 12th Gen/16 GB/1 TB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-e14-gen-4-21e3s04u00-160745-v1-small-1.jpg?tr=q-80,78000,166,84,Sep 2022,- Windows 11,"Intel Core i5 (12th Gen) 3.3 Ghz, Deca-Core",Windows 11,"16 GB DDR4 RAM, 1 TB SSD","14"" (35.56 cm), 1920 x 1080 px, TN LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19 mm,HDMI Port,,80
Lenovo Thinkpad E14 (21E3S05800) La...,Lenovo Thinkpad E14 (21E3S05800) Laptop (Core i7 12th Gen/16 GB/1 TB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-e14-21e3s05800-154696-v1-small-1.jpg?tr=q-80,91000,27,72,Sep 2022,- Windows 11,"Intel Core i7 (12th Gen) 1.7 Ghz, Deca-Core",Windows 11,"16 GB DDR4 RAM, 1 TB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19 mm,HDMI Port,,
Asus TUF Gaming F15 FX506LHB-HN358W...,Asus TUF Gaming F15 FX506LHB-HN358W Laptop (Core i5 10th Gen/8 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-tuf-gaming-f15-fx506lhb-hn358w-laptop-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-4-gb-152919-v3-small-1.jpg?tr=q-80,56040,7028,88,Sep 2022,- Windows 11,"Intel Core i5 (10th Gen) 4.1 Ghz, Quad-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,75
Lenovo Ideapad Gaming 3 (82SA00B2IN...,Lenovo Ideapad Gaming 3 (82SA00B2IN) Laptop (Core i7 12th Gen/16 GB/512 GB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-gaming-3-82sa00b2in-152647-v1-small-1.jpg?tr=q-80,96990,46,84,Sep 2022,- Windows 11,Intel Core i7 (12th Gen) 1.7 Ghz,Windows 11,"16 GB DDR4 RAM, 512 GB SSD","16"" (40.64 cm), 1920 x 1200 px Display",Wi-fi,Bluetooth,Web Camera,Slim 21 mm,HDMI Port,2 USB Ports,83
Asus VivoBook 14 X1402ZA-EK522WS La...,Asus VivoBook 14 X1402ZA-EK522WS Laptop (Core i5 12th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x1402za-ek522ws-152920-v1-small-1.jpg?tr=q-80,48990,263,86,Sep 2022,- Windows 11,"Intel Core i5 (12th Gen) 1.3 Ghz, Deca-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,74
Asus VivoBook 14 X1402ZA-MW311WS La...,Asus VivoBook 14 X1402ZA-MW311WS Laptop (Core i3 12th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x1402za-mw311ws-152917-v1-small-1.jpg?tr=q-80,35990,245,84,Sep 2022,- Windows 11,"Intel Core i3 (12th Gen) 3.3 Ghz, Deca-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","14"" (35.56 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,73
Acer Aspire 3 A314-35 Laptop (Intel...,Acer Aspire 3 A314-35 Laptop (Intel Pentium Quad Core/8 GB/256 GB SSD/Windows 11) (UN.K0SSI.041) price in India,//www.91-img.com/pictures/laptops/acer/acer-a314-35-un-k0ssi-041-152770-v1-small-1.jpg?tr=q-80,34780,5,96,Sep 2022,- Windows 11,"Intel Pentium Quad-Core 2.0 Ghz, Quad-Core",Windows 11,"8 GB DDR4 RAM, 256 GB SSD","14"" (35.56 cm), 1366 x 768 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,
Asus VivoBook 15 X515JA-BQ521WS Lap...,Asus VivoBook 15 X515JA-BQ521WS Laptop (Core i5 10th Gen/8 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x515ja-bq521ws-152918-v1-small-1.jpg?tr=q-80,41990,639,86,Sep 2022,- Windows 11,"Intel Core i5 (10th Gen) 1.0 Ghz, Quad-Core",Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,
HP Chromebook 15a-na0012TU (743A1PA...,HP Chromebook 15a-na0012TU (743A1PA) Laptop (Intel Celeron Dual Core/4 GB/128 GB eMMC/Google Chrome) price in India,//www.91-img.com/pictures/laptops/hp/hp-15a-na0012tu-743a1pa-155541-v1-small-1.jpg?tr=q-80,30016,2878,78,Sep 2022,- Google Chrome,"Intel Celeron Dual-Core 2.8 Ghz, Dual-Core",Google Chrome,4 GB LPDDR4X RAM,"15.6"" (39.62 cm), 1366 x 768 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 18.1 mm,,,
Asus VivoBook Pro 15 OLED K6500ZC-L...,Asus VivoBook Pro 15 OLED K6500ZC-L502WS Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-oled-k6500zc-l502ws-152503-v1-small-1.jpg?tr=q-80,89990,191,88,Sep 2022,- Windows 11,"Intel Core i5 (12th Gen) 2.0 Ghz, Octa-Core",Windows 11,"16 GB LPDDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,81
Asus ROG Flow X13 GV301RC-LJ073WS L...,Asus ROG Flow X13 GV301RC-LJ073WS Laptop (AMD Octa Core Ryzen 9/16 GB/1 TB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-gv301rc-lj073ws-152654-v1-small-1.jpg?tr=q-80,89990,133,86,Aug 2022,- Windows 11,AMD Octa-Core Ryzen 9 (6900HS) 4.8 Ghz,Windows 11,"16 GB LPDDR5 RAM, 1 TB SSD","13.4"" (34.04 cm), 1920 x 1200 px Display",Wi-fi,Bluetooth,Web Camera,Slim 16 mm,HDMI Port,3 USB Ports,82
Asus ROG Flow X13 GV301RE-LJ156WS L...,Asus ROG Flow X13 GV301RE-LJ156WS Laptop (AMD Octa Core Ryzen 9/32 GB/1 TB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-gv301re-lj156ws-152653-v3-small-1.jpg?tr=q-80,115736,1,40,Aug 2022,- Windows 11,AMD Octa-Core Ryzen 9 (6900HS) 4.8 Ghz,Windows 11,"32 GB LPDDR5 RAM, 1 TB SSD","13.4"" (34.04 cm), 1920 x 1200 px Display",Wi-fi,Bluetooth,Web Camera,Slim 16 mm,HDMI Port,3 USB Ports,83
Asus VivoBook 15 X515JA-EJ312WS Lap...,Asus VivoBook 15 X515JA-EJ312WS Laptop (Core i3 10th Gen/8 GB/256 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x515ja-ej312ws-152419-v1-small-1.jpg?tr=q-80,24990,827,86,Aug 2022,- Windows 11,"Intel Core i3 (10th Gen) 1.2 Ghz, Dual-Core",Windows 11,"8 GB DDR4 RAM, 256 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,
Lenovo V15 (82KDA01DIH) Laptop (AMD...,Lenovo V15 (82KDA01DIH) Laptop (AMD Quad Core Ryzen 3/8 GB/256 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-v15-82kda01dih-153943-v1-small-1.jpg?tr=q-80,37265,128,76,Aug 2022,- Windows 11,AMD Quad-Core Ryzen 3 (5300U) 2.6 Ghz,Windows 11,"8 GB DDR4 RAM, 256 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 20 mm,HDMI Port,,
Asus VivoBook Pro 15 OLED K6500ZE-L...,Asus VivoBook Pro 15 OLED K6500ZE-L502WS Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-oled-k6500ze-l502ws-153496-v1-small-1.jpg?tr=q-80,96500,2,90,Aug 2022,- Windows 11,"Intel Core i5 (12th Gen) 4.4 Ghz, Octa-Core",Windows 11,"16 GB LPDDR5 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, OLED Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,79
Lenovo Legion 5 15ACH6H (82JU018YIN...,Lenovo Legion 5 15ACH6H (82JU018YIN) Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-legion-5-15ach6h-82ju018yin-laptop-amd-octa-core-ryzen-7-16-gb-512-gb-ssd-windows-11-6-gb-152458-v3-small-1.jpg?tr=q-80,95490,300,90,Aug 2022,- Windows 11,AMD Octa-Core Ryzen 7 (5800H) 3.3 Ghz,Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 2560 x 1440 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,82
Asus VivoBook 15 X1502ZA-EZ511WS La...,Asus VivoBook 15 X1502ZA-EZ511WS Laptop (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/asus/asus-x1502za-ez511ws-152397-v1-small-1.jpg?tr=q-80,68499,10,72,Aug 2022,- Windows 11,"Intel Core i5 (12th Gen) 1.7 Ghz, Deca-Core",Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,77
Lenovo V14 (82KA00G8IH) Laptop (Cor...,Lenovo V14 (82KA00G8IH) Laptop (Core i3 11th Gen/8 GB/256 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-v14-82ka00g8ih-152441-v1-small-1.jpg?tr=q-80,35590,7,48,Aug 2022,- Windows 11,"Intel Core i3 (11th Gen) 3.0 Ghz, Dual-Core",Windows 11,"8 GB DDR4 RAM, 256 GB SSD","14"" (35.56 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
Asus ProArt Studiobook Pro 16 OLED ...,Asus ProArt Studiobook Pro 16 OLED H7600ZW-L911WS Laptop (Core i9 12th Gen/32 GB/1 TB SSD/Windows 11/8 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-proart-studiobook-pro-16-oled-h7600zw-l911ws-laptop-core-i9-12th-gen-32-gb-1-tb-ssd-windows-11-8-gb-152450-v5-small-1.jpg?tr=q-80,161991,2,60,Aug 2022,- Windows 11,Intel Core i9 (12th Gen) 2.5 Ghz,Windows 11,"32 GB DDR5 RAM, 1 TB SSD","16"" (40.64 cm), 3840 x 2400 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 21 mm,HDMI Port,,
Asus ROG Zephyrus G15 GA503RM-LN095...,Asus ROG Zephyrus G15 GA503RM-LN095WS Laptop (AMD Octa Core Ryzen 9/16 GB/1 TB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-ga503rm-ln095ws-152385-v1-small-1.jpg?tr=q-80,126980,1,100,Aug 2022,- Windows 11,AMD Octa-Core Ryzen 9 (6900HS) 3.3 Ghz,Windows 11,"16 GB DDR5 RAM, 1 TB SSD","15.6"" (39.62 cm), 2560 x 1440 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 19.9 mm,HDMI Port,,85
Asus ProArt Studiobook Pro 16 OLED ...,Asus ProArt Studiobook Pro 16 OLED H7600ZW-L711WS Laptop (Core i7 12th Gen/32 GB/1 TB SSD/Windows 11/8 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-proart-studiobook-pro-16-oled-h7600zw-l711ws-laptop-core-i7-12th-gen-32-gb-1-tb-ssd-windows-11-8-gb-152453-v5-small-1.jpg?tr=q-80,239990,2,100,Aug 2022,- Windows 11,Intel Core i7 (12th Gen) 2.3 Ghz,Windows 11,"32 GB DDR5 RAM, 1 TB SSD","16"" (40.64 cm), 3840 x 2400 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 21 mm,HDMI Port,,87
Asus ProArt Studiobook Pro 16 OLED ...,Asus ProArt Studiobook Pro 16 OLED H7600ZM-L701WS Laptop (Core i7 12th Gen/16 GB/1 TB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-proart-studiobook-pro-16-oled-h7600zm-l701ws-laptop-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-6-gb-152451-v5-small-1.jpg?tr=q-80,198114,1,100,Aug 2022,- Windows 11,Intel Core i7 (12th Gen) 2.3 Ghz,Windows 11,"16 GB DDR5 RAM, 1 TB SSD","16"" (40.64 cm), 3840 x 2400 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 21 mm,HDMI Port,,86
Lenovo Ideapad Gaming 3 Gen 6 (82K2...,Lenovo Ideapad Gaming 3 Gen 6 (82K201UEIN) Laptop (AMD Hexa Core Ryzen 5/8 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-gaming-3-gen-6-82k201uein-152413-v1-small-1.jpg?tr=q-80,46999,462,82,Aug 2022,- Windows 11,AMD Hexa-Core Ryzen 5 (5600H) 3.3 Ghz,Windows 11,"8 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,76
HP Omen 16-n0050AX (6H4N6PA) Laptop...,HP Omen 16-n0050AX (6H4N6PA) Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/hp/hp-16-n0050ax-6h4n6pa-152964-v1-small-1.jpg?tr=q-80,86390,14,88,Aug 2022,- Windows 11,AMD Octa-Core Ryzen 7 (6800H) 4.7 Ghz,Windows 11,"16 GB DDR5 RAM, 512 GB SSD","16.1"" (40.89 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,81
HP Omen 17-ck1023TX (6H9E0PA) Lapto...,HP Omen 17-ck1023TX (6H9E0PA) Laptop (Core i9 12th Gen/32 GB/2 TB SSD/Windows 11/16 GB) price in India,//www.91-img.com/pictures/laptops/hp/hp-17-ck1023tx-6h9e0pa-153457-v1-small-1.jpg?tr=q-80,232999,2,100,Aug 2022,- Windows 11,Intel Core i9 (12th Gen) 4.8 Ghz,Windows 11,"32 GB DDR5 RAM, 2 TB SSD","17.3"" (43.94 cm), 2560 x 1440 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
HP Omen 17-ck1022TX (6J0W2PA) Lapto...,HP Omen 17-ck1022TX (6J0W2PA) Laptop (Core i7 12th Gen/32 GB/1 TB SSD/Windows 11/8 GB) price in India,//www.91-img.com/pictures/laptops/hp/hp-17-ck1022tx-6j0w2pa-152810-v1-small-1.jpg?tr=q-80,178900,3,100,Aug 2022,- Windows 11,Intel Core i7 (12th Gen) 4.8 Ghz,Windows 11,"32 GB DDR5 RAM, 1 TB SSD","17.3"" (43.94 cm), 2560 x 1440 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
HP Omen 16-n0054AX (6J390PA) Laptop...,HP Omen 16-n0054AX (6J390PA) Laptop (AMD Octa Core Ryzen 7/16 GB/1 TB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/hp/hp-16-n0054ax-6j390pa-153458-v1-small-1.jpg?tr=q-80,114900,1,60,Aug 2022,- Windows 11,AMD Octa-Core Ryzen 7 (6800H) 4.7 Ghz,Windows 11,"16 GB DDR5 RAM, 1 TB SSD","16.1"" (40.89 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,85
HP Omen 16-n0049AX (6H4N5PA) Laptop...,HP Omen 16-n0049AX (6H4N5PA) Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11/4 GB) price in India,//www.91-img.com/pictures/laptops/hp/hp-16-n0049ax-6h4n5pa-152963-v1-small-1.jpg?tr=q-80,103490,2,100,Aug 2022,- Windows 11,AMD Octa-Core Ryzen 7 (6800H) 4.7 Ghz,Windows 11,"16 GB DDR5 RAM, 512 GB SSD","16.1"" (40.89 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,81
Asus ROG Zephyrus G15 GA503RM-HQ030...,Asus ROG Zephyrus G15 GA503RM-HQ030WS Laptop (AMD Octa Core Ryzen 9/16 GB/1 TB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-ga503rm-hq030ws-152409-v1-small-1.jpg?tr=q-80,161990,1,80,Aug 2022,- Windows 11,AMD Octa-Core Ryzen 9 (6900HS) 4.8 Ghz,Windows 11,"16 GB DDR5 RAM, 1 TB SSD","15.6"" (39.62 cm), 2560 x 1440 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,85
Lenovo Ideapad Slim 5 Gen 6 (82LN00...,Lenovo Ideapad Slim 5 Gen 6 (82LN00JSIN) Laptop (AMD Octa Core Ryzen 7/16 GB/512 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/lenovo/lenovo-slim-5-gen-6-82ln00jsin-153982-v1-small-1.jpg?tr=q-80,61500,141,84,Aug 2022,- Windows 11,AMD Octa-Core Ryzen 7 (5700U) 1.8 Ghz,Windows 11,"16 GB DDR4 RAM, 512 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,71
Asus ZenBook Pro 14 Duo OLED Intel ...,Asus ZenBook Pro 14 Duo OLED Intel Evo UX8402ZE-M711WS Laptop (Core i7 12th Gen/16 GB/1 TB SSD/Windows 45234 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-duo-oled-ux8402ze-m711ws-152310-v1-small-1.jpg?tr=q-80,139990,4,90,Aug 2022,- Windows 11,Intel Core i7 (12th Gen) 2.5 Ghz,Windows 11,"16 GB LPDDR5 RAM, 1 TB SSD","14.5"" (36.83 cm), 2880 x 1800 px, OLED Display",Wi-fi,Bluetooth,Web Camera,Slim 17.9 mm,HDMI Port,,85
Dell Inspiron 15 3515 (D560702WIN9B...,Dell Inspiron 15 3515 (D560702WIN9BE) Laptop (AMD Dual Core Athlon/4 GB/256 GB SSD/Windows 11) price in India,//www.91-img.com/pictures/laptops/dell/dell-15-3515-d560702win9be-149471-v1-small-1.jpg?tr=q-80,30001,845,84,Aug 2022,- Windows 11,AMD Dual-Core Athlon (3050U) 3.2 Ghz,Windows 11,"4 GB DDR4 RAM, 256 GB SSD","15.6"" (39.62 cm), 1920 x 1080 px Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,
Asus TUF Gaming A15 FA577RM-HQ032WS...,Asus TUF Gaming A15 FA577RM-HQ032WS Laptop (AMD Octa Core Ryzen 7/16 GB/1 TB SSD/Windows 11/6 GB) price in India,//www.91-img.com/pictures/laptops/asus/asus-fa577rm-hq032ws-153680-v1-small-1.jpg?tr=q-80,144990,1,40,Aug 2022,- Windows 11,AMD Octa-Core Ryzen 7 (6800H) 3.1 Ghz,Windows 11,"16 GB DDR5 RAM, 1 TB SSD","15.6"" (39.62 cm), 2560 x 1440 px, IPS LCD Display",Wi-fi,Bluetooth,Web Camera,,HDMI Port,,85
